Filename,Stock,Pattern
MA_219.png,MA,Bullish Engulfing
BAC_156.png,BAC,Head and Shoulders
UBER_14.png,UBER,Cup and Handle
SPY_498.png,SPY,Head and Shoulders
CVX_404.png,CVX,Bearish Engulfing
BA_168.png,BA,Descending Triangle
GOOGL_477.png,GOOGL,Morning Star
DE_227.png,DE,Shooting Star
UBER_370.png,UBER,Ascending Triangle
XOM_35.png,XOM,Morning Star
CAT_216.png,CAT,Hammer
CAT_19.png,CAT,Hammer
PLTR_16.png,PLTR,Head and Shoulders
TSLA_689.png,TSLA,Bearish Engulfing
LLY_248.png,LLY,Hanging Man
CAT_117.png,CAT,Hammer
AMZN_382.png,AMZN,Descending Triangle
DE_381.png,DE,Morning Star
NVDA_743.png,NVDA,Bullish Engulfing
GOOGL_137.png,GOOGL,Double Bottom
BA_487.png,BA,Descending Triangle
TSLA_102.png,TSLA,Shooting Star
AMZN_429.png,AMZN,Evening Star
GOOGL_338.png,GOOGL,Double Bottom
PFE_301.png,PFE,Morning Star
NFLX_326.png,NFLX,Bullish Engulfing
UBER_410.png,UBER,Cup and Handle
NFLX_3.png,NFLX,Evening Star
MSFT_173.png,MSFT,Double Top
CAT_303.png,CAT,Hammer
UBER_398.png,UBER,Inverted Hammer
CAT_260.png,CAT,Hammer
BA_718.png,BA,Double Top
META_147.png,META,Hanging Man
AMD_384.png,AMD,Hanging Man
SPY_417.png,SPY,Head and Shoulders
DE_314.png,DE,Shooting Star
META_925.png,META,Double Bottom
TSLA_56.png,TSLA,Cup and Handle
CAT_163.png,CAT,Hammer
UBER_105.png,UBER,Descending Triangle
UBER_169.png,UBER,Inverted Hammer
AMD_218.png,AMD,Ascending Triangle
AMZN_174.png,AMZN,Cup and Handle
AMZN_902.png,AMZN,Double Top
META_225.png,META,Hanging Man
XOM_35.png,XOM,Morning Star
TSLA_173.png,TSLA,Bearish Engulfing
V_34.png,V,Inverted Hammer
COIN_201.png,COIN,Hanging Man
XOM_48.png,XOM,Shooting Star
META_7.png,META,Hanging Man
SNOW_404.png,SNOW,Descending Triangle
XOM_223.png,XOM,Shooting Star
DE_172.png,DE,Shooting Star
GOOGL_97.png,GOOGL,Morning Star
QQQ_447.png,QQQ,Morning Star
UBER_496.png,UBER,Bullish Engulfing
DE_60.png,DE,Head and Shoulders
NFLX_24.png,NFLX,Evening Star
MSFT_771.png,MSFT,Cup and Handle
XOM_400.png,XOM,Morning Star
META_442.png,META,Head and Shoulders
MSFT_175.png,MSFT,Double Top
DE_326.png,DE,Shooting Star
NVDA_131.png,NVDA,Ascending Triangle
JPM_288.png,JPM,Shooting Star
CAT_383.png,CAT,Hammer
TSLA_315.png,TSLA,Bearish Engulfing
NVDA_466.png,NVDA,Bullish Engulfing
PFE_327.png,PFE,Morning Star
AMZN_269.png,AMZN,Bearish Engulfing
UBER_87.png,UBER,Double Top
CAT_272.png,CAT,Hammer
DE_87.png,DE,Head and Shoulders
NFLX_420.png,NFLX,Double Bottom
META_125.png,META,Head and Shoulders
BA_79.png,BA,Ascending Triangle
CAT_103.png,CAT,Hammer
LLY_421.png,LLY,Ascending Triangle
NVDA_835.png,NVDA,Cup and Handle
CVX_136.png,CVX,Evening Star
META_0.png,META,Head and Shoulders
META_805.png,META,Bullish Engulfing
LLY_92.png,LLY,Head and Shoulders
META_307.png,META,Hanging Man
GOOGL_668.png,GOOGL,Double Top
COIN_150.png,COIN,Hanging Man
META_242.png,META,Descending Triangle
V_22.png,V,Inverted Hammer
GOOGL_335.png,GOOGL,Double Top
CAT_399.png,CAT,Cup and Handle
BA_127.png,BA,Descending Triangle
MSFT_441.png,MSFT,Double Top
DE_468.png,DE,Ascending Triangle
LLY_19.png,LLY,Head and Shoulders
META_421.png,META,Hanging Man
NFLX_236.png,NFLX,Bearish Engulfing
MSFT_420.png,MSFT,Double Top
JPM_490.png,JPM,Double Top
COIN_183.png,COIN,Hanging Man
CVX_23.png,CVX,Head and Shoulders
CAT_26.png,CAT,Hammer
RIVN_381.png,RIVN,Descending Triangle
TSLA_141.png,TSLA,Ascending Triangle
MSFT_742.png,MSFT,Bearish Engulfing
NFLX_634.png,NFLX,Bullish Engulfing
AMD_93.png,AMD,Double Top
TSLA_111.png,TSLA,Descending Triangle
NVDA_490.png,NVDA,Hammer
LLY_467.png,LLY,Head and Shoulders
AMZN_145.png,AMZN,Descending Triangle
GOOGL_207.png,GOOGL,Bearish Engulfing
GOOGL_281.png,GOOGL,Morning Star
BA_655.png,BA,Cup and Handle
AMZN_72.png,AMZN,Double Bottom
TSLA_241.png,TSLA,Cup and Handle
DE_23.png,DE,Shooting Star
SPY_346.png,SPY,Head and Shoulders
NFLX_47.png,NFLX,Evening Star
META_19.png,META,Hanging Man
SNOW_388.png,SNOW,Bullish Engulfing
PFE_83.png,PFE,Hanging Man
BA_411.png,BA,Bullish Engulfing
BA_406.png,BA,Bullish Engulfing
V_19.png,V,Inverted Hammer
UBER_976.png,UBER,Cup and Handle
NVDA_842.png,NVDA,Cup and Handle
JPM_810.png,JPM,Double Bottom
META_128.png,META,Hanging Man
RIVN_93.png,RIVN,Descending Triangle
SPY_143.png,SPY,Double Top
PFE_225.png,PFE,Hanging Man
AAPL_172.png,AAPL,Double Bottom
UBER_201.png,UBER,Cup and Handle
NVDA_410.png,NVDA,Descending Triangle
AMZN_367.png,AMZN,Evening Star
GOOGL_169.png,GOOGL,Morning Star
V_15.png,V,Inverted Hammer
TSLA_178.png,TSLA,Shooting Star
QQQ_194.png,QQQ,Morning Star
NVDA_340.png,NVDA,Descending Triangle
AMZN_393.png,AMZN,Evening Star
DE_238.png,DE,Shooting Star
MA_210.png,MA,Bullish Engulfing
CAT_137.png,CAT,Hammer
AAPL_383.png,AAPL,Ascending Triangle
JPM_389.png,JPM,Bullish Engulfing
GOOGL_253.png,GOOGL,Morning Star
UBER_308.png,UBER,Inverted Hammer
META_227.png,META,Descending Triangle
BA_26.png,BA,Morning Star
UBER_434.png,UBER,Bullish Engulfing
UBER_423.png,UBER,Inverted Hammer
MRK_215.png,MRK,Head and Shoulders
AMD_78.png,AMD,Bullish Engulfing
JPM_35.png,JPM,Shooting Star
SPY_52.png,SPY,Double Bottom
META_148.png,META,Head and Shoulders
NFLX_50.png,NFLX,Evening Star
PFE_468.png,PFE,Morning Star
V_29.png,V,Inverted Hammer
JPM_68.png,JPM,Evening Star
MSFT_163.png,MSFT,Double Top
UBER_136.png,UBER,Inverted Hammer
AAPL_577.png,AAPL,Double Bottom
MSFT_83.png,MSFT,Double Bottom
UBER_469.png,UBER,Inverted Hammer
TSLA_635.png,TSLA,Cup and Handle
AAPL_3.png,AAPL,Ascending Triangle
PFE_433.png,PFE,Cup and Handle
PLTR_125.png,PLTR,Evening Star
MSFT_20.png,MSFT,Bearish Engulfing
JPM_135.png,JPM,Evening Star
CAT_159.png,CAT,Hammer
SPY_324.png,SPY,Double Bottom
META_476.png,META,Head and Shoulders
NVDA_299.png,NVDA,Bearish Engulfing
NFLX_456.png,NFLX,Evening Star
LLY_130.png,LLY,Shooting Star
NVDA_12.png,NVDA,Hammer
CVX_408.png,CVX,Head and Shoulders
AAPL_811.png,AAPL,Bearish Engulfing
JPM_430.png,JPM,Double Bottom
AMZN_229.png,AMZN,Descending Triangle
JPM_344.png,JPM,Cup and Handle
SOFI_277.png,SOFI,Cup and Handle
PFE_338.png,PFE,Shooting Star
LLY_212.png,LLY,Hanging Man
QQQ_26.png,QQQ,Morning Star
GOOGL_97.png,GOOGL,Morning Star
AMD_254.png,AMD,Ascending Triangle
UBER_150.png,UBER,Inverted Hammer
META_388.png,META,Head and Shoulders
BA_356.png,BA,Ascending Triangle
TSLA_106.png,TSLA,Ascending Triangle
JPM_300.png,JPM,Shooting Star
AAPL_418.png,AAPL,Ascending Triangle
GOOGL_288.png,GOOGL,Bullish Engulfing
TSLA_82.png,TSLA,Bearish Engulfing
NVDA_221.png,NVDA,Hammer
GOOGL_937.png,GOOGL,Bearish Engulfing
AMD_270.png,AMD,Double Bottom
TSLA_519.png,TSLA,Cup and Handle
AMZN_625.png,AMZN,Double Bottom
QQQ_120.png,QQQ,Hammer
GOOGL_465.png,GOOGL,Morning Star
PFE_353.png,PFE,Hanging Man
TSLA_12.png,TSLA,Bearish Engulfing
MA_487.png,MA,Ascending Triangle
NFLX_448.png,NFLX,Evening Star
MSFT_282.png,MSFT,Double Top
SPY_255.png,SPY,Head and Shoulders
COIN_472.png,COIN,Hanging Man
DE_40.png,DE,Shooting Star
GOOGL_187.png,GOOGL,Double Bottom
CVX_33.png,CVX,Evening Star
TSLA_201.png,TSLA,Shooting Star
NVDA_257.png,NVDA,Ascending Triangle
SNOW_56.png,SNOW,Descending Triangle
DE_8.png,DE,Shooting Star
AMZN_869.png,AMZN,Double Top
UBER_462.png,UBER,Inverted Hammer
XOM_395.png,XOM,Bearish Engulfing
V_495.png,V,Double Bottom
NFLX_635.png,NFLX,Bullish Engulfing
PFE_30.png,PFE,Shooting Star
PFE_242.png,PFE,Hanging Man
CAT_382.png,CAT,Hammer
PFE_466.png,PFE,Morning Star
NVDA_93.png,NVDA,Bullish Engulfing
SHOP_42.png,SHOP,Descending Triangle
MSFT_67.png,MSFT,Double Bottom
MRK_239.png,MRK,Head and Shoulders
XOM_300.png,XOM,Shooting Star
NVDA_338.png,NVDA,Hammer
COIN_7.png,COIN,Hanging Man
RIVN_477.png,RIVN,Bearish Engulfing
AAPL_191.png,AAPL,Hanging Man
TSLA_358.png,TSLA,Bullish Engulfing
AAPL_280.png,AAPL,Ascending Triangle
QQQ_447.png,QQQ,Morning Star
SPY_497.png,SPY,Bearish Engulfing
PFE_206.png,PFE,Hanging Man
META_800.png,META,Bullish Engulfing
LLY_344.png,LLY,Bullish Engulfing
V_10.png,V,Ascending Triangle
GOOGL_18.png,GOOGL,Morning Star
SPY_541.png,SPY,Double Bottom
SNOW_152.png,SNOW,Descending Triangle
CAT_303.png,CAT,Hammer
PFE_305.png,PFE,Shooting Star
JPM_365.png,JPM,Shooting Star
UBER_36.png,UBER,Double Top
NFLX_22.png,NFLX,Evening Star
PFE_225.png,PFE,Hanging Man
CAT_383.png,CAT,Hammer
BA_721.png,BA,Double Top
GOOGL_229.png,GOOGL,Double Bottom
META_977.png,META,Double Top
UBER_470.png,UBER,Inverted Hammer
BA_375.png,BA,Ascending Triangle
NFLX_11.png,NFLX,Evening Star
AMZN_130.png,AMZN,Double Top
META_5.png,META,Descending Triangle
UBER_471.png,UBER,Inverted Hammer
GOOGL_642.png,GOOGL,Double Top
TSLA_100.png,TSLA,Shooting Star
BAC_437.png,BAC,Double Bottom
CVX_3.png,CVX,Evening Star
NFLX_302.png,NFLX,Evening Star
AAPL_53.png,AAPL,Ascending Triangle
BAC_192.png,BAC,Bullish Engulfing
JPM_288.png,JPM,Shooting Star
SPY_178.png,SPY,Double Top
NFLX_466.png,NFLX,Evening Star
LLY_464.png,LLY,Hanging Man
META_394.png,META,Bearish Engulfing
BAC_472.png,BAC,Double Bottom
V_488.png,V,Double Bottom
META_123.png,META,Hanging Man
QQQ_340.png,QQQ,Hammer
NVDA_135.png,NVDA,Hammer
DE_312.png,DE,Head and Shoulders
QQQ_269.png,QQQ,Hanging Man
META_10.png,META,Descending Triangle
AMZN_917.png,AMZN,Double Top
BA_253.png,BA,Descending Triangle
AMZN_447.png,AMZN,Evening Star
NFLX_252.png,NFLX,Evening Star
CAT_29.png,CAT,Hammer
META_754.png,META,Bearish Engulfing
AMD_272.png,AMD,Descending Triangle
TSLA_335.png,TSLA,Bearish Engulfing
PFE_355.png,PFE,Morning Star
COIN_88.png,COIN,Descending Triangle
LLY_158.png,LLY,Hanging Man
PFE_382.png,PFE,Morning Star
PFE_327.png,PFE,Morning Star
SPY_430.png,SPY,Hanging Man
AMZN_244.png,AMZN,Evening Star
BA_902.png,BA,Double Bottom
LLY_302.png,LLY,Hanging Man
MSFT_689.png,MSFT,Double Bottom
PFE_25.png,PFE,Descending Triangle
SPY_62.png,SPY,Double Bottom
TSLA_508.png,TSLA,Cup and Handle
TSLA_130.png,TSLA,Bullish Engulfing
BA_85.png,BA,Descending Triangle
JPM_298.png,JPM,Shooting Star
QQQ_418.png,QQQ,Morning Star
BA_109.png,BA,Morning Star
TSLA_455.png,TSLA,Shooting Star
RIVN_28.png,RIVN,Descending Triangle
SPY_484.png,SPY,Hanging Man
COIN_186.png,COIN,Hanging Man
COIN_401.png,COIN,Descending Triangle
GOOGL_13.png,GOOGL,Bullish Engulfing
RIVN_81.png,RIVN,Descending Triangle
DE_14.png,DE,Morning Star
NFLX_33.png,NFLX,Evening Star
SOFI_370.png,SOFI,Bearish Engulfing
PFE_430.png,PFE,Bearish Engulfing
SHOP_147.png,SHOP,Ascending Triangle
UBER_335.png,UBER,Descending Triangle
SPY_373.png,SPY,Head and Shoulders
CAT_84.png,CAT,Hammer
SHOP_54.png,SHOP,Shooting Star
AAPL_362.png,AAPL,Descending Triangle
XOM_33.png,XOM,Shooting Star
NVDA_338.png,NVDA,Hammer
JPM_240.png,JPM,Cup and Handle
AMD_517.png,AMD,Double Bottom
NFLX_185.png,NFLX,Evening Star
DE_484.png,DE,Head and Shoulders
MSFT_416.png,MSFT,Double Top
AAPL_623.png,AAPL,Bearish Engulfing
UBER_397.png,UBER,Inverted Hammer
GOOGL_850.png,GOOGL,Double Bottom
META_799.png,META,Bullish Engulfing
BA_354.png,BA,Descending Triangle
DE_248.png,DE,Shooting Star
UBER_441.png,UBER,Cup and Handle
QQQ_419.png,QQQ,Descending Triangle
PFE_460.png,PFE,Hanging Man
COIN_40.png,COIN,Descending Triangle
UBER_462.png,UBER,Inverted Hammer
GOOGL_343.png,GOOGL,Double Bottom
AMZN_391.png,AMZN,Evening Star
MSFT_670.png,MSFT,Bearish Engulfing
PLTR_191.png,PLTR,Evening Star
AAPL_818.png,AAPL,Bearish Engulfing
UBER_274.png,UBER,Ascending Triangle
AAPL_583.png,AAPL,Bullish Engulfing
LLY_169.png,LLY,Head and Shoulders
GOOGL_476.png,GOOGL,Morning Star
PFE_26.png,PFE,Hanging Man
TSLA_511.png,TSLA,Cup and Handle
TSLA_275.png,TSLA,Bullish Engulfing
UBER_184.png,UBER,Inverted Hammer
NFLX_37.png,NFLX,Evening Star
SHOP_302.png,SHOP,Morning Star
SHOP_65.png,SHOP,Shooting Star
SPY_703.png,SPY,Bearish Engulfing
MRK_14.png,MRK,Head and Shoulders
AAPL_365.png,AAPL,Hanging Man
COIN_290.png,COIN,Cup and Handle
JPM_418.png,JPM,Double Bottom
SNOW_260.png,SNOW,Descending Triangle
JPM_291.png,JPM,Shooting Star
NFLX_355.png,NFLX,Evening Star
AMD_360.png,AMD,Descending Triangle
MA_27.png,MA,Ascending Triangle
SHOP_347.png,SHOP,Ascending Triangle
META_379.png,META,Hanging Man
BA_347.png,BA,Descending Triangle
NFLX_453.png,NFLX,Evening Star
SHOP_443.png,SHOP,Morning Star
AMZN_100.png,AMZN,Descending Triangle
GOOGL_440.png,GOOGL,Double Top
TSLA_537.png,TSLA,Cup and Handle
SHOP_78.png,SHOP,Morning Star
MSFT_131.png,MSFT,Double Bottom
JPM_486.png,JPM,Double Top
CAT_248.png,CAT,Hammer
SPY_65.png,SPY,Double Bottom
MSFT_49.png,MSFT,Cup and Handle
AMZN_687.png,AMZN,Cup and Handle
CVX_28.png,CVX,Evening Star
AAPL_533.png,AAPL,Bearish Engulfing
JPM_380.png,JPM,Head and Shoulders
AAPL_143.png,AAPL,Ascending Triangle
UBER_140.png,UBER,Descending Triangle
AMD_179.png,AMD,Ascending Triangle
CAT_217.png,CAT,Hammer
JPM_382.png,JPM,Shooting Star
CAT_205.png,CAT,Hammer
UBER_300.png,UBER,Bullish Engulfing
AMZN_187.png,AMZN,Double Bottom
CAT_39.png,CAT,Hammer
COIN_124.png,COIN,Bearish Engulfing
MSFT_224.png,MSFT,Double Top
BA_311.png,BA,Descending Triangle
BA_39.png,BA,Ascending Triangle
AMD_749.png,AMD,Cup and Handle
NVDA_852.png,NVDA,Cup and Handle
V_34.png,V,Inverted Hammer
META_469.png,META,Double Bottom
META_999.png,META,Bullish Engulfing
UBER_279.png,UBER,Descending Triangle
BA_89.png,BA,Descending Triangle
LLY_31.png,LLY,Hanging Man
AMZN_412.png,AMZN,Evening Star
CAT_128.png,CAT,Hammer
TSLA_183.png,TSLA,Descending Triangle
UBER_161.png,UBER,Inverted Hammer
AMZN_83.png,AMZN,Bearish Engulfing
SPY_97.png,SPY,Head and Shoulders
CAT_312.png,CAT,Hammer
NVDA_476.png,NVDA,Ascending Triangle
AMD_880.png,AMD,Cup and Handle
TSLA_640.png,TSLA,Cup and Handle
QQQ_460.png,QQQ,Bullish Engulfing
CAT_260.png,CAT,Hammer
NFLX_516.png,NFLX,Bearish Engulfing
GOOGL_735.png,GOOGL,Bearish Engulfing
DE_60.png,DE,Head and Shoulders
TSLA_683.png,TSLA,Bullish Engulfing
PLTR_173.png,PLTR,Evening Star
JPM_262.png,JPM,Shooting Star
AMZN_169.png,AMZN,Cup and Handle
CAT_339.png,CAT,Hammer
NFLX_439.png,NFLX,Evening Star
CVX_249.png,CVX,Bullish Engulfing
LLY_44.png,LLY,Head and Shoulders
