Filename,Stock,Pattern
QQQ_418.png,QQQ,Morning Star
SPY_343.png,SPY,Head and Shoulders
UBER_350.png,UBER,Inverted Hammer
CVX_94.png,CVX,Evening Star
UBER_477.png,UBER,Inverted Hammer
UBER_88.png,UBER,Double Top
NVDA_842.png,NVDA,Cup and Handle
AMD_422.png,AMD,Bullish Engulfing
BA_732.png,BA,Double Top
SHOP_410.png,SHOP,Bullish Engulfing
UBER_350.png,UBER,Inverted Hammer
UBER_477.png,UBER,Inverted Hammer
NVDA_340.png,NVDA,Descending Triangle
CAT_71.png,CAT,Hammer
SPY_534.png,SPY,Double Bottom
COIN_269.png,COIN,Descending Triangle
META_285.png,META,Double Bottom
SHOP_164.png,SHOP,Morning Star
META_348.png,META,Double Bottom
UBER_0.png,UBER,Ascending Triangle
AMD_17.png,AMD,Ascending Triangle
GOOGL_99.png,GOOGL,Morning Star
LLY_12.png,LLY,Hanging Man
UBER_32.png,UBER,Double Top
COIN_364.png,COIN,Descending Triangle
META_434.png,META,Hanging Man
GOOGL_18.png,GOOGL,Morning Star
NFLX_339.png,NFLX,Evening Star
V_17.png,V,Inverted Hammer
GOOGL_113.png,GOOGL,Morning Star
AMZN_468.png,AMZN,Double Top
BA_651.png,BA,Cup and Handle
RIVN_129.png,RIVN,Descending Triangle
SPY_573.png,SPY,Bearish Engulfing
UBER_455.png,UBER,Cup and Handle
JPM_211.png,JPM,Shooting Star
NVDA_243.png,NVDA,Bullish Engulfing
TSLA_522.png,TSLA,Cup and Handle
CAT_350.png,CAT,Hammer
SHOP_422.png,SHOP,Ascending Triangle
META_315.png,META,Bullish Engulfing
UBER_260.png,UBER,Inverted Hammer
SPY_98.png,SPY,Head and Shoulders
UBER_475.png,UBER,Ascending Triangle
V_34.png,V,Inverted Hammer
SPY_105.png,SPY,Head and Shoulders
SNOW_492.png,SNOW,Cup and Handle
SPY_372.png,SPY,Head and Shoulders
V_494.png,V,Double Bottom
UBER_164.png,UBER,Ascending Triangle
AAPL_289.png,AAPL,Bearish Engulfing
QQQ_464.png,QQQ,Bullish Engulfing
GOOGL_614.png,GOOGL,Double Top
UBER_307.png,UBER,Inverted Hammer
NFLX_15.png,NFLX,Evening Star
NFLX_293.png,NFLX,Evening Star
GOOGL_272.png,GOOGL,Morning Star
LLY_464.png,LLY,Hanging Man
DE_111.png,DE,Head and Shoulders
NFLX_446.png,NFLX,Evening Star
GOOGL_253.png,GOOGL,Morning Star
SOFI_188.png,SOFI,Ascending Triangle
SHOP_50.png,SHOP,Morning Star
MSFT_114.png,MSFT,Double Bottom
JPM_930.png,JPM,Cup and Handle
CAT_237.png,CAT,Hammer
AAPL_110.png,AAPL,Cup and Handle
SHOP_416.png,SHOP,Morning Star
UBER_337.png,UBER,Inverted Hammer
XOM_457.png,XOM,Head and Shoulders
SHOP_13.png,SHOP,Shooting Star
SHOP_275.png,SHOP,Morning Star
PFE_329.png,PFE,Morning Star
V_497.png,V,Double Bottom
JPM_597.png,JPM,Bullish Engulfing
UBER_476.png,UBER,Inverted Hammer
QQQ_19.png,QQQ,Morning Star
AMZN_277.png,AMZN,Bearish Engulfing
UBER_347.png,UBER,Inverted Hammer
CVX_28.png,CVX,Evening Star
V_0.png,V,Inverted Hammer
NFLX_796.png,NFLX,Double Bottom
SPY_360.png,SPY,Head and Shoulders
MSFT_339.png,MSFT,Double Top
TSLA_319.png,TSLA,Double Top
AMZN_406.png,AMZN,Evening Star
XOM_82.png,XOM,Head and Shoulders
NVDA_124.png,NVDA,Hammer
UBER_56.png,UBER,Double Top
SPY_446.png,SPY,Bullish Engulfing
DE_129.png,DE,Morning Star
META_243.png,META,Double Bottom
UBER_395.png,UBER,Inverted Hammer
BA_368.png,BA,Cup and Handle
NVDA_709.png,NVDA,Cup and Handle
NVDA_76.png,NVDA,Ascending Triangle
UBER_280.png,UBER,Inverted Hammer
SPY_300.png,SPY,Head and Shoulders
JPM_78.png,JPM,Shooting Star
UBER_291.png,UBER,Inverted Hammer
XOM_119.png,XOM,Morning Star
NFLX_451.png,NFLX,Evening Star
PLTR_89.png,PLTR,Evening Star
AMZN_100.png,AMZN,Descending Triangle
MSFT_771.png,MSFT,Cup and Handle
BA_116.png,BA,Ascending Triangle
LLY_317.png,LLY,Head and Shoulders
NVDA_914.png,NVDA,Bullish Engulfing
COIN_58.png,COIN,Hanging Man
NVDA_489.png,NVDA,Hammer
NFLX_183.png,NFLX,Evening Star
AMD_232.png,AMD,Descending Triangle
META_86.png,META,Bearish Engulfing
AMD_753.png,AMD,Cup and Handle
JPM_433.png,JPM,Cup and Handle
PFE_327.png,PFE,Morning Star
UBER_103.png,UBER,Descending Triangle
CAT_62.png,CAT,Hammer
CAT_117.png,CAT,Hammer
QQQ_447.png,QQQ,Morning Star
BA_801.png,BA,Double Top
JPM_91.png,JPM,Cup and Handle
META_389.png,META,Head and Shoulders
NVDA_46.png,NVDA,Descending Triangle
CAT_380.png,CAT,Hammer
COIN_317.png,COIN,Cup and Handle
PFE_335.png,PFE,Hanging Man
UBER_137.png,UBER,Inverted Hammer
GOOGL_440.png,GOOGL,Double Top
COIN_420.png,COIN,Hanging Man
NVDA_306.png,NVDA,Ascending Triangle
COIN_59.png,COIN,Hanging Man
META_392.png,META,Hanging Man
GOOGL_674.png,GOOGL,Double Top
GOOGL_439.png,GOOGL,Double Top
UBER_191.png,UBER,Bearish Engulfing
XOM_124.png,XOM,Shooting Star
CVX_43.png,CVX,Head and Shoulders
BA_766.png,BA,Double Top
CAT_51.png,CAT,Hammer
AMD_935.png,AMD,Bullish Engulfing
CAT_368.png,CAT,Hammer
TSLA_180.png,TSLA,Ascending Triangle
AMZN_117.png,AMZN,Morning Star
DE_227.png,DE,Shooting Star
NFLX_377.png,NFLX,Bullish Engulfing
SPY_187.png,SPY,Double Top
MRK_241.png,MRK,Head and Shoulders
LLY_230.png,LLY,Hanging Man
AMD_1.png,AMD,Bearish Engulfing
META_375.png,META,Descending Triangle
NVDA_39.png,NVDA,Ascending Triangle
GOOGL_840.png,GOOGL,Double Bottom
MRK_179.png,MRK,Bearish Engulfing
LLY_188.png,LLY,Bearish Engulfing
RIVN_309.png,RIVN,Descending Triangle
NVDA_563.png,NVDA,Bullish Engulfing
TSLA_124.png,TSLA,Ascending Triangle
JPM_452.png,JPM,Bearish Engulfing
UBER_153.png,UBER,Inverted Hammer
JNJ_238.png,JNJ,Head and Shoulders
NFLX_286.png,NFLX,Evening Star
PFE_38.png,PFE,Hanging Man
SPY_589.png,SPY,Bullish Engulfing
UBER_307.png,UBER,Inverted Hammer
LLY_269.png,LLY,Head and Shoulders
CAT_295.png,CAT,Hammer
SOFI_340.png,SOFI,Ascending Triangle
META_248.png,META,Double Bottom
DE_258.png,DE,Shooting Star
GOOGL_450.png,GOOGL,Cup and Handle
AMD_299.png,AMD,Cup and Handle
JPM_458.png,JPM,Shooting Star
META_442.png,META,Head and Shoulders
AMZN_712.png,AMZN,Bullish Engulfing
GOOGL_636.png,GOOGL,Double Top
LLY_97.png,LLY,Shooting Star
LLY_283.png,LLY,Hanging Man
LLY_67.png,LLY,Hanging Man
V_218.png,V,Cup and Handle
PFE_94.png,PFE,Ascending Triangle
DE_301.png,DE,Bullish Engulfing
PFE_133.png,PFE,Morning Star
MSFT_524.png,MSFT,Bearish Engulfing
MSFT_107.png,MSFT,Cup and Handle
CAT_348.png,CAT,Hammer
LLY_228.png,LLY,Hanging Man
UBER_261.png,UBER,Inverted Hammer
GOOGL_592.png,GOOGL,Double Top
AAPL_319.png,AAPL,Cup and Handle
LLY_306.png,LLY,Shooting Star
AAPL_416.png,AAPL,Ascending Triangle
NFLX_336.png,NFLX,Evening Star
SPY_533.png,SPY,Double Bottom
COIN_124.png,COIN,Bearish Engulfing
SNOW_489.png,SNOW,Cup and Handle
UBER_382.png,UBER,Descending Triangle
UBER_470.png,UBER,Inverted Hammer
BA_455.png,BA,Morning Star
NFLX_764.png,NFLX,Bearish Engulfing
NVDA_270.png,NVDA,Bullish Engulfing
PFE_280.png,PFE,Hanging Man
LLY_301.png,LLY,Hanging Man
NVDA_852.png,NVDA,Cup and Handle
TSLA_527.png,TSLA,Cup and Handle
META_956.png,META,Double Top
JPM_68.png,JPM,Evening Star
NFLX_67.png,NFLX,Bullish Engulfing
BA_104.png,BA,Descending Triangle
AMZN_88.png,AMZN,Evening Star
NFLX_50.png,NFLX,Evening Star
CAT_159.png,CAT,Hammer
META_518.png,META,Bullish Engulfing
AMD_115.png,AMD,Cup and Handle
BA_273.png,BA,Bullish Engulfing
PFE_326.png,PFE,Morning Star
XOM_124.png,XOM,Shooting Star
PFE_20.png,PFE,Morning Star
TSLA_237.png,TSLA,Ascending Triangle
GOOGL_627.png,GOOGL,Double Top
GOOGL_284.png,GOOGL,Morning Star
AAPL_232.png,AAPL,Hanging Man
DE_416.png,DE,Cup and Handle
NVDA_406.png,NVDA,Ascending Triangle
CAT_347.png,CAT,Hammer
QQQ_55.png,QQQ,Morning Star
GOOGL_184.png,GOOGL,Cup and Handle
PFE_301.png,PFE,Morning Star
CAT_105.png,CAT,Hammer
JPM_18.png,JPM,Shooting Star
NVDA_220.png,NVDA,Hammer
AMZN_35.png,AMZN,Bullish Engulfing
UBER_291.png,UBER,Inverted Hammer
META_257.png,META,Double Bottom
UBER_476.png,UBER,Inverted Hammer
BAC_203.png,BAC,Bullish Engulfing
CAT_42.png,CAT,Hammer
CVX_39.png,CVX,Evening Star
JPM_80.png,JPM,Evening Star
UBER_438.png,UBER,Bullish Engulfing
QQQ_174.png,QQQ,Ascending Triangle
BA_385.png,BA,Ascending Triangle
NVDA_845.png,NVDA,Cup and Handle
JPM_110.png,JPM,Evening Star
GOOGL_700.png,GOOGL,Double Top
NFLX_61.png,NFLX,Bullish Engulfing
NFLX_212.png,NFLX,Double Bottom
NVDA_371.png,NVDA,Cup and Handle
NVDA_209.png,NVDA,Hammer
META_379.png,META,Hanging Man
AMZN_130.png,AMZN,Double Top
META_70.png,META,Bullish Engulfing
META_923.png,META,Double Bottom
UBER_196.png,UBER,Descending Triangle
NVDA_15.png,NVDA,Descending Triangle
AMD_107.png,AMD,Descending Triangle
CAT_148.png,CAT,Hammer
DE_385.png,DE,Head and Shoulders
JPM_22.png,JPM,Shooting Star
JPM_473.png,JPM,Double Top
DE_35.png,DE,Head and Shoulders
CAT_27.png,CAT,Hammer
TSLA_273.png,TSLA,Double Top
QQQ_137.png,QQQ,Morning Star
TSLA_675.png,TSLA,Bullish Engulfing
BA_884.png,BA,Bullish Engulfing
SHOP_135.png,SHOP,Morning Star
CAT_202.png,CAT,Hammer
PFE_195.png,PFE,Shooting Star
PFE_36.png,PFE,Hanging Man
NVDA_369.png,NVDA,Cup and Handle
AAPL_618.png,AAPL,Bearish Engulfing
TSLA_161.png,TSLA,Bearish Engulfing
CAT_316.png,CAT,Hammer
JPM_63.png,JPM,Evening Star
PFE_107.png,PFE,Shooting Star
UBER_156.png,UBER,Ascending Triangle
NFLX_481.png,NFLX,Evening Star
NVDA_239.png,NVDA,Bullish Engulfing
XOM_3.png,XOM,Shooting Star
LLY_428.png,LLY,Hanging Man
AMZN_322.png,AMZN,Double Bottom
NVDA_43.png,NVDA,Bullish Engulfing
JPM_45.png,JPM,Evening Star
LLY_295.png,LLY,Shooting Star
UBER_476.png,UBER,Inverted Hammer
NFLX_104.png,NFLX,Evening Star
AMD_300.png,AMD,Bearish Engulfing
AMD_69.png,AMD,Double Top
BA_144.png,BA,Ascending Triangle
SHOP_415.png,SHOP,Morning Star
MSFT_146.png,MSFT,Double Top
NVDA_22.png,NVDA,Bullish Engulfing
NVDA_164.png,NVDA,Bullish Engulfing
META_390.png,META,Hanging Man
CAT_125.png,CAT,Hammer
JPM_154.png,JPM,Bullish Engulfing
NFLX_187.png,NFLX,Evening Star
SPY_497.png,SPY,Bearish Engulfing
SHOP_109.png,SHOP,Shooting Star
COIN_174.png,COIN,Morning Star
AAPL_335.png,AAPL,Bearish Engulfing
MRK_14.png,MRK,Head and Shoulders
MA_217.png,MA,Bullish Engulfing
AAPL_407.png,AAPL,Bearish Engulfing
LLY_269.png,LLY,Head and Shoulders
AMZN_248.png,AMZN,Evening Star
NVDA_20.png,NVDA,Hammer
COIN_219.png,COIN,Hanging Man
BA_895.png,BA,Bullish Engulfing
AAPL_380.png,AAPL,Bearish Engulfing
SNOW_368.png,SNOW,Descending Triangle
SOFI_415.png,SOFI,Ascending Triangle
NFLX_813.png,NFLX,Bullish Engulfing
V_6.png,V,Inverted Hammer
V_29.png,V,Inverted Hammer
UBER_149.png,UBER,Inverted Hammer
META_961.png,META,Double Top
V_8.png,V,Inverted Hammer
GOOGL_99.png,GOOGL,Morning Star
JPM_272.png,JPM,Shooting Star
CAT_404.png,CAT,Cup and Handle
AMZN_342.png,AMZN,Cup and Handle
AAPL_23.png,AAPL,Bearish Engulfing
CAT_50.png,CAT,Hammer
PFE_353.png,PFE,Hanging Man
SPY_269.png,SPY,Head and Shoulders
SOFI_38.png,SOFI,Ascending Triangle
UBER_312.png,UBER,Ascending Triangle
NFLX_444.png,NFLX,Evening Star
JPM_55.png,JPM,Head and Shoulders
NFLX_185.png,NFLX,Evening Star
DE_4.png,DE,Head and Shoulders
AMZN_129.png,AMZN,Double Top
UBER_450.png,UBER,Cup and Handle
DE_214.png,DE,Shooting Star
CAT_181.png,CAT,Hammer
GOOGL_322.png,GOOGL,Double Top
COIN_133.png,COIN,Hanging Man
GOOGL_370.png,GOOGL,Double Bottom
NFLX_35.png,NFLX,Evening Star
GOOGL_152.png,GOOGL,Double Bottom
CAT_18.png,CAT,Hammer
NFLX_103.png,NFLX,Evening Star
TSLA_626.png,TSLA,Cup and Handle
COIN_418.png,COIN,Hanging Man
DE_110.png,DE,Head and Shoulders
JPM_380.png,JPM,Head and Shoulders
QQQ_165.png,QQQ,Morning Star
LLY_346.png,LLY,Ascending Triangle
SPY_719.png,SPY,Bearish Engulfing
SOFI_116.png,SOFI,Bearish Engulfing
AAPL_903.png,AAPL,Cup and Handle
PLTR_457.png,PLTR,Bearish Engulfing
UBER_752.png,UBER,Double Bottom
AMZN_977.png,AMZN,Bullish Engulfing
TSLA_533.png,TSLA,Cup and Handle
AMZN_830.png,AMZN,Double Top
AMD_275.png,AMD,Double Bottom
DE_181.png,DE,Shooting Star
CAT_316.png,CAT,Hammer
AMZN_123.png,AMZN,Descending Triangle
JPM_366.png,JPM,Shooting Star
BA_465.png,BA,Ascending Triangle
AAPL_473.png,AAPL,Ascending Triangle
LLY_108.png,LLY,Shooting Star
CAT_345.png,CAT,Hammer
UBER_457.png,UBER,Cup and Handle
BA_79.png,BA,Ascending Triangle
GOOGL_400.png,GOOGL,Double Top
AMD_263.png,AMD,Descending Triangle
NVDA_858.png,NVDA,Cup and Handle
UBER_463.png,UBER,Inverted Hammer
AAPL_226.png,AAPL,Ascending Triangle
PFE_272.png,PFE,Morning Star
PFE_349.png,PFE,Shooting Star
DE_209.png,DE,Head and Shoulders
MA_209.png,MA,Bullish Engulfing
BA_336.png,BA,Ascending Triangle
SNOW_390.png,SNOW,Bullish Engulfing
UBER_131.png,UBER,Ascending Triangle
SOFI_246.png,SOFI,Cup and Handle
DE_60.png,DE,Head and Shoulders
COIN_223.png,COIN,Hanging Man
MSFT_155.png,MSFT,Double Top
LLY_408.png,LLY,Hanging Man
GOOGL_315.png,GOOGL,Double Top
MA_218.png,MA,Bullish Engulfing
BA_162.png,BA,Ascending Triangle
AMD_134.png,AMD,Cup and Handle
JPM_366.png,JPM,Shooting Star
BA_768.png,BA,Double Top
CVX_100.png,CVX,Evening Star
NVDA_37.png,NVDA,Bullish Engulfing
NFLX_482.png,NFLX,Evening Star
COIN_146.png,COIN,Morning Star
PLTR_372.png,PLTR,Bullish Engulfing
AMZN_59.png,AMZN,Cup and Handle
JPM_399.png,JPM,Shooting Star
V_6.png,V,Inverted Hammer
LLY_141.png,LLY,Shooting Star
JPM_227.png,JPM,Shooting Star
NVDA_201.png,NVDA,Hammer
MSFT_216.png,MSFT,Double Top
SPY_49.png,SPY,Double Bottom
BA_122.png,BA,Morning Star
UBER_176.png,UBER,Inverted Hammer
AMD_218.png,AMD,Ascending Triangle
PFE_351.png,PFE,Hanging Man
PFE_420.png,PFE,Bearish Engulfing
UBER_391.png,UBER,Inverted Hammer
SPY_371.png,SPY,Head and Shoulders
UBER_463.png,UBER,Inverted Hammer
UBER_133.png,UBER,Inverted Hammer
AMD_67.png,AMD,Double Top
AMD_231.png,AMD,Ascending Triangle
JPM_22.png,JPM,Shooting Star
QQQ_71.png,QQQ,Descending Triangle
NVDA_348.png,NVDA,Hammer
TSLA_274.png,TSLA,Double Top
PFE_459.png,PFE,Hanging Man
UBER_176.png,UBER,Inverted Hammer
AMZN_859.png,AMZN,Double Top
AAPL_214.png,AAPL,Hanging Man
PFE_105.png,PFE,Morning Star
AMD_493.png,AMD,Double Bottom
META_147.png,META,Hanging Man
COIN_117.png,COIN,Morning Star
SHOP_497.png,SHOP,Ascending Triangle
UBER_275.png,UBER,Inverted Hammer
PFE_426.png,PFE,Bearish Engulfing
MSFT_703.png,MSFT,Double Bottom
META_794.png,META,Bullish Engulfing
JPM_497.png,JPM,Bullish Engulfing
NVDA_342.png,NVDA,Hammer
TSLA_83.png,TSLA,Ascending Triangle
JPM_583.png,JPM,Cup and Handle
MSFT_148.png,MSFT,Double Top
XOM_119.png,XOM,Morning Star
NVDA_309.png,NVDA,Ascending Triangle
SNOW_200.png,SNOW,Descending Triangle
TSLA_624.png,TSLA,Cup and Handle
COIN_388.png,COIN,Descending Triangle
GOOGL_167.png,GOOGL,Morning Star
UBER_268.png,UBER,Inverted Hammer
AMD_66.png,AMD,Double Top
UBER_391.png,UBER,Inverted Hammer
NFLX_634.png,NFLX,Bullish Engulfing
JPM_833.png,JPM,Double Bottom
CAT_205.png,CAT,Hammer
JPM_123.png,JPM,Evening Star
UBER_258.png,UBER,Bullish Engulfing
BA_812.png,BA,Double Top
SHOP_191.png,SHOP,Morning Star
PFE_305.png,PFE,Shooting Star
TSLA_451.png,TSLA,Shooting Star
DE_298.png,DE,Bullish Engulfing
V_489.png,V,Double Bottom
AMZN_467.png,AMZN,Double Top
NFLX_477.png,NFLX,Evening Star
META_511.png,META,Bearish Engulfing
UBER_425.png,UBER,Inverted Hammer
PLTR_101.png,PLTR,Evening Star
TSLA_51.png,TSLA,Cup and Handle
UBER_474.png,UBER,Inverted Hammer
GOOGL_619.png,GOOGL,Double Top
CAT_357.png,CAT,Hammer
CAT_16.png,CAT,Hammer
NFLX_302.png,NFLX,Evening Star
PFE_406.png,PFE,Hanging Man
NFLX_286.png,NFLX,Evening Star
UBER_469.png,UBER,Inverted Hammer
SOFI_163.png,SOFI,Ascending Triangle
JPM_298.png,JPM,Shooting Star
COIN_229.png,COIN,Morning Star
QQQ_448.png,QQQ,Ascending Triangle
UBER_24.png,UBER,Double Bottom
MRK_30.png,MRK,Head and Shoulders
AMZN_107.png,AMZN,Evening Star
DE_210.png,DE,Head and Shoulders
AMZN_289.png,AMZN,Descending Triangle
DE_225.png,DE,Shooting Star
AMZN_838.png,AMZN,Double Top
NFLX_79.png,NFLX,Evening Star
SOFI_248.png,SOFI,Cup and Handle
LLY_468.png,LLY,Head and Shoulders
MSFT_688.png,MSFT,Double Bottom
TSLA_953.png,TSLA,Double Bottom
LLY_139.png,LLY,Hanging Man
UBER_476.png,UBER,Inverted Hammer
CVX_433.png,CVX,Head and Shoulders
GOOGL_197.png,GOOGL,Double Bottom
SHOP_10.png,SHOP,Shooting Star
LLY_64.png,LLY,Shooting Star
META_994.png,META,Bullish Engulfing
MSFT_413.png,MSFT,Double Top
GOOGL_465.png,GOOGL,Morning Star
AMZN_317.png,AMZN,Double Bottom
SPY_206.png,SPY,Double Top
NFLX_470.png,NFLX,Evening Star
CAT_93.png,CAT,Hammer
NFLX_99.png,NFLX,Bearish Engulfing
AAPL_164.png,AAPL,Double Bottom
SPY_147.png,SPY,Double Top
MSFT_30.png,MSFT,Bearish Engulfing
UBER_276.png,UBER,Inverted Hammer
COIN_44.png,COIN,Hanging Man
AMZN_147.png,AMZN,Double Top
MSFT_352.png,MSFT,Double Top
LLY_460.png,LLY,Cup and Handle
TSLA_674.png,TSLA,Bullish Engulfing
QQQ_460.png,QQQ,Bullish Engulfing
SPY_74.png,SPY,Head and Shoulders
V_8.png,V,Inverted Hammer
QQQ_120.png,QQQ,Hammer
BA_496.png,BA,Descending Triangle
LLY_169.png,LLY,Head and Shoulders
TSLA_236.png,TSLA,Cup and Handle
MSFT_660.png,MSFT,Double Bottom
AMZN_678.png,AMZN,Cup and Handle
AMZN_901.png,AMZN,Double Top
SPY_177.png,SPY,Double Top
GOOGL_38.png,GOOGL,Bearish Engulfing
TSLA_962.png,TSLA,Bearish Engulfing
MSFT_70.png,MSFT,Double Bottom
AAPL_520.png,AAPL,Double Top
GOOGL_693.png,GOOGL,Double Top
BA_780.png,BA,Double Top
MRK_295.png,MRK,Ascending Triangle
BA_26.png,BA,Morning Star
AMZN_269.png,AMZN,Bearish Engulfing
AAPL_12.png,AAPL,Ascending Triangle
XOM_102.png,XOM,Shooting Star
DE_462.png,DE,Head and Shoulders
COIN_18.png,COIN,Hanging Man
META_809.png,META,Bullish Engulfing
JPM_27.png,JPM,Evening Star
JNJ_288.png,JNJ,Head and Shoulders
JPM_399.png,JPM,Shooting Star
NVDA_128.png,NVDA,Ascending Triangle
MSFT_122.png,MSFT,Double Bottom
MSFT_464.png,MSFT,Bearish Engulfing
SPY_1.png,SPY,Head and Shoulders
AMD_296.png,AMD,Cup and Handle
BA_657.png,BA,Cup and Handle
LLY_372.png,LLY,Hanging Man
UBER_324.png,UBER,Inverted Hammer
META_109.png,META,Bullish Engulfing
SPY_315.png,SPY,Cup and Handle
MSFT_212.png,MSFT,Double Top
SPY_162.png,SPY,Double Top
TSLA_469.png,TSLA,Shooting Star
V_34.png,V,Inverted Hammer
GOOGL_593.png,GOOGL,Double Top
SPY_318.png,SPY,Cup and Handle
SHOP_322.png,SHOP,Ascending Triangle
DE_95.png,DE,Shooting Star
BA_354.png,BA,Descending Triangle
META_524.png,META,Bullish Engulfing
JPM_157.png,JPM,Shooting Star
UBER_375.png,UBER,Double Bottom
GOOGL_378.png,GOOGL,Double Bottom
NVDA_316.png,NVDA,Bearish Engulfing
DE_326.png,DE,Shooting Star
UBER_126.png,UBER,Bullish Engulfing
SOFI_439.png,SOFI,Ascending Triangle
AMD_283.png,AMD,Cup and Handle
GOOGL_465.png,GOOGL,Morning Star
UBER_968.png,UBER,Bullish Engulfing
AAPL_193.png,AAPL,Ascending Triangle
UBER_143.png,UBER,Inverted Hammer
TSLA_272.png,TSLA,Double Top
NVDA_436.png,NVDA,Bullish Engulfing
SHOP_65.png,SHOP,Shooting Star
SPY_374.png,SPY,Head and Shoulders
SHOP_362.png,SHOP,Shooting Star
META_226.png,META,Double Bottom
AMD_48.png,AMD,Double Top
